Job Title,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_salary_estimate,Max_salary_estimate,HQ_city,HQ_state,Job_city,Job_state,Company_age,Avg_salary_estimate,Seniority
Sr Data Scientist,3.1,Healthfirst,1001-5000,1993,Nonprofit Organization,Insurance Carriers,Insurance,N/A,137000,171000,New York, NY,New York, NY,30,154000,Junior
Data Scientist,4.2,ManTech,5001-10000,1968,Company - Public,Research & Development,Business Services,$1 - $2 billion ,137000,171000,Herndon, VA,Chantilly, VA,55,154000,Junior
Data Scientist,3.8,Analysis Group,1001-5000,1981,Private Practice / Firm,Consulting,Business Services,$100 - $500 million ,137000,171000,Boston, MA,Boston, MA,42,154000,Junior
Data Scientist,3.5,INFICON,501-1000,2000,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$100 - $500 million ,137000,171000,Bad Ragaz, Switzerland,Newton, MA,23,154000,Junior
Data Scientist,2.9,Affinity Solutions,51-200,1998,Company - Private,Advertising & Marketing,Business Services,N/A,137000,171000,New York, NY,New York, NY,25,154000,Junior
Data Scientist,4.2,HG Insights,51-200,2010,Company - Private,Computer Hardware & Software,Information Technology,N/A,137000,171000,Santa Barbara, CA,Santa Barbara, CA,13,154000,Junior
Data Scientist / Machine Learning Expert,3.9,Novartis,10000+,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,137000,171000,Basel, Switzerland,Cambridge, MA,27,154000,Junior
Data Scientist,3.5,iRobot,1001-5000,1990,Company - Public,Consumer Electronics & Appliances Stores,Retail,$1 - $2 billion ,137000,171000,Bedford, MA,Bedford, MA,33,154000,Junior
Staff Data Scientist - Analytics,4.4,Intuit - Data,5001-10000,1983,Company - Public,Computer Hardware & Software,Information Technology,$2 - $5 billion ,137000,171000,Mountain View, CA,San Diego, CA,40,154000,Junior
Data Scientist,3.6,XSELL Technologies,51-200,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,137000,171000,Chicago, IL,Chicago, IL,9,154000,Junior
Data Scientist,4.5,Novetta,501-1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 - $500 million ,137000,171000,Mc Lean, VA,Herndon, VA,11,154000,Junior
Data Scientist,4.7,1904labs,51-200,2016,Company - Private,IT Services,Information Technology,N/A,137000,171000,Saint Louis, MO,Saint Louis, MO,7,154000,Junior
"Data Scientist - Statistics, Early Career",3.7,PNNL,1001-5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million - $1 billion ,137000,171000,Richland, WA,Richland, WA,58,154000,Junior
Data Modeler,3.1,Old World Industries,201-500,1973,Company - Private,Chemical Manufacturing,Manufacturing,$1 - $2 billion ,137000,171000,Northbrook, IL,Northbrook, IL,50,154000,Junior
Data Scientist,3.4,Mathematica Policy Research,1001-5000,1986,Company - Private,Consulting,Business Services,$100 - $500 million ,137000,171000,Princeton, NJ,Washington, DC,37,154000,Junior
Experienced Data Scientist,4.4,Guzman & Griffin Technologies (GGTI),1-50,1997,Company - Private,Federal Agencies,Government,N/A,137000,171000,Mays Landing, NJ,Washington, DC,26,154000,Junior
Data Scientist - Contract,4.1,Upside Business Travel,51-200,2015,Company - Private,Internet,Information Technology,N/A,137000,171000,Washington, DC,Remote,,8,154000,Junior
Data Scientist,3.5,Buckman,1001-5000,1945,Company - Private,Chemical Manufacturing,Manufacturing,$500 million - $1 billion ,137000,171000,Memphis, TN,Memphis, TN,78,154000,Junior
Data Analyst II,4.2,"Insight Enterprises, Inc.",5001-10000,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 - $10 billion ,137000,171000,Tempe, AZ,Plano, TX,35,154000,Junior
Medical Lab Scientist,3.5,Tower Health,5001-10000,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,N/A,137000,171000,Reading, PA,West Grove, PA,6,154000,Junior
Data Scientist,3.2,Triplebyte,51-200,2015,Company - Private,Computer Hardware & Software,Information Technology,N/A,137000,171000,San Francisco, CA,New York, NY,8,154000,Junior
Data Scientist/Machine Learning,4.3,PulsePoint,51-200,2011,Company - Private,Internet,Information Technology,$100 - $500 million ,137000,171000,New York, NY,New York, NY,12,154000,Junior
Human Factors Scientist,3.5,Exponent,1001-5000,1967,Company - Public,Consulting,Business Services,$100 - $500 million ,137000,171000,Menlo Park, CA,Phoenix, AZ,56,154000,Junior
Business Intelligence Analyst I- Data Insights,3.5,Guardian Life,5001-10000,1860,Company - Private,Insurance Carriers,Insurance,$5 - $10 billion ,137000,171000,New York, NY,Appleton, WI,163,154000,Junior
Data Scientist,3.4,Spectrum Communications and Consulting,51-200,1992,Company - Private,Advertising & Marketing,Business Services,$10 - $25 million ,137000,171000,Chicago, IL,Chicago, IL,31,154000,Junior
Data Scientist,4.7,Oversight Systems,51-200,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 - $50 million ,137000,171000,Atlanta, GA,Atlanta, GA,20,154000,Junior
Data Scientist - Risk,4.2,LSQ,51-200,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 - $500 million ,137000,171000,Orlando, FL,Orlando, FL,27,154000,Junior
Data Scientist-Human Resources,3.8,MIT Lincoln Laboratory,1001-5000,1951,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,N/A,137000,171000,Lexington, MA,Lexington, MA,72,154000,Junior
Data Scientist,4.5,Kingfisher Systems,51-200,2005,Company - Private,Federal Agencies,Government,$25 - $50 million ,137000,171000,Falls Church, VA,McLean, VA,18,154000,Junior
Data Scientist,2.8,Formation,51-200,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,137000,171000,San Francisco, CA,San Francisco, CA,8,154000,Junior
Data Scientist,3.8,Analysis Group,1001-5000,1981,Private Practice / Firm,Consulting,Business Services,$100 - $500 million ,75000,131000,Boston, MA,Boston, MA,42,103000,Junior
Data Scientist / Machine Learning Expert,3.9,Novartis,10000+,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,75000,131000,Basel, Switzerland,Cambridge, MA,27,103000,Junior
Data Scientist,5.0,Cohere Health,1-50,2019,Company - Private,IT Services,Information Technology,N/A,75000,131000,Boston, MA,Boston, MA,4,103000,Junior
Senior Research Statistician- Data Scientist,4.8,Acuity Insurance,1001-5000,1925,Company - Private,Insurance Carriers,Insurance,$1 - $2 billion ,75000,131000,Sheboygan, WI,Sheboygan, WI,98,103000,Senior
Data Engineer,3.6,Chef,201-500,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 - $100 million ,75000,131000,Seattle, WA,United States,,15,103000,Junior
Associate Data Scientist,3.3,Puget Sound Energy,1001-5000,1999,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 - $5 billion ,75000,131000,Bellevue, WA,Bothell, WA,24,103000,Junior
Business Intelligence Analyst,2.7,Sandhills Global,1001-5000,1978,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 - $100 million ,75000,131000,Lincoln, NE,Lincoln, NE,45,103000,Junior
Data Scientist,2.7,A Place for Mom,501-1000,2000,Company - Private,Health Care Services & Hospitals,Health Care,N/A,75000,131000,New York, NY,Overland Park, KS,23,103000,Junior
Data Scientist,2.2,Great-Circle Technologies,1-50,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 - $5 million ,75000,131000,Chantilly, VA,Chantilly, VA,23,103000,Junior
Senior Analyst/Data Scientist,3.4,Edmunds.com,501-1000,1966,Company - Private,Internet,Information Technology,$100 - $500 million ,75000,131000,Santa Monica, CA,Santa Monica, CA,57,103000,Senior
Data Analyst,3.1,"Cambridge Associates, LLC",501-1000,1973,Company - Private,Investment Banking & Asset Management,Finance,$100 - $500 million ,75000,131000,Boston, MA,Boston, MA,50,103000,Junior
Machine Learning Engineer,3.4,Liberty Mutual Insurance,10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion ,75000,131000,Boston, MA,Portsmouth, NH,111,103000,Junior
Scientist - Molecular Biology,5.0,Arsenal Biosciences,51-200,2019,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,75000,131000,South San Francisco, CA,South San Francisco, CA,4,103000,Junior
Data Scientist,4.2,Eversight,51-200,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 - $25 million ,75000,131000,Palo Alto, CA,Palo Alto, CA,10,103000,Junior
"Computational Scientist, Machine Learning",4.1,Pfizer,10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,75000,131000,New York, NY,Cambridge, MA,174,103000,Junior
Senior Data Scientist,4.8,Klaviyo,201-500,2012,Company - Private,Computer Hardware & Software,Information Technology,N/A,75000,131000,Boston, MA,Boston, MA,11,103000,Senior
Data Scientist,3.3,Intellectual Ventures,501-1000,2000,Company - Private,Investment Banking & Asset Management,Finance,N/A,75000,131000,Bellevue, WA,Bellevue, WA,23,103000,Junior
Data Scientist,3.7,GovTech,1001-5000,2016,Government,Federal Agencies,Government,N/A,75000,131000,Singapore, Singapore,San Francisco, CA,7,103000,Junior
Data Scientist,4.3,Quick Base,201-500,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,75000,131000,Cambridge, MA,Cambridge, MA,24,103000,Junior
Data Analyst,4.8,Giving Assistant,1-50,2014,Company - Private,Advertising & Marketing,Business Services,$10 - $25 million ,75000,131000,San Francisco, CA,San Francisco, CA,9,103000,Junior
Data Scientist,3.7,Takeda,10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,75000,131000,OSAKA, Japan,Cambridge, MA,242,103000,Junior
Data Scientist,4.0,Netskope,501-1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,75000,131000,Santa Clara, CA,San Francisco, CA,11,103000,Junior
Jr. Data Engineer,4.8,IT Concepts,51-200,2003,Company - Private,IT Services,Information Technology,$10 - $25 million ,75000,131000,Vienna, VA,Remote,,20,103000,Junior
E-Commerce Data Analyst,3.5,iSeatz,51-200,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,75000,131000,New Orleans, LA,New Orleans, LA,24,103000,Junior
Data Analytics Engineer,3.7,Summa Health System,5001-10000,1926,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 - $500 million ,75000,131000,Akron, OH,Akron, OH,97,103000,Junior
Senior Data Scientist,3.5,Benson Hill,201-500,2012,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 - $5 million ,75000,131000,Saint Louis, MO,Saint Louis, MO,11,103000,Senior
Product Data Scientist - Ads Data Science,4.1,Twitter,1001-5000,2006,Company - Public,Internet,Information Technology,$2 - $5 billion ,75000,131000,San Francisco, CA,San Francisco, CA,17,103000,Junior
Data Scientist,3.2,Postmates - Corporate HQ,1001-5000,2011,Company - Private,Express Delivery Services,Transportation & Logistics,N/A,75000,131000,San Francisco, CA,San Francisco, CA,12,103000,Junior
Data Scientist - Intermediate,4.5,Envision LLC,201-500,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 - $50 million ,75000,131000,Saint Louis, MO,Saint Louis, MO,29,103000,Junior
Data Analyst,3.8,Swiss Re,10000+,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion ,75000,131000,Zurich, Switzerland,Fort Wayne, IN,160,103000,Junior
Machine Learning Engineer,4.5,Systems & Technology Research,201-500,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 - $500 million ,75000,131000,Woburn, MA,Woburn, MA,13,103000,Junior
Data Scientist,3.5,iRobot,1001-5000,1990,Company - Public,Consumer Electronics & Appliances Stores,Retail,$1 - $2 billion ,79000,131000,Bedford, MA,Bedford, MA,33,105000,Junior
Data Scientist,4.2,HG Insights,51-200,2010,Company - Private,Computer Hardware & Software,Information Technology,N/A,79000,131000,Santa Barbara, CA,Santa Barbara, CA,13,105000,Junior
Global Data Analyst,3.8,Dermalogica,201-500,1986,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 - $500 million ,79000,131000,Carson, CA,Carson, CA,37,105000,Junior
Data Engineer,3.7,Bayview Asset Management,1001-5000,1995,Company - Private,Investment Banking & Asset Management,Finance,$100 - $500 million ,79000,131000,Coral Gables, FL,Coral Gables, FL,28,105000,Junior
Data Scientist,3.7,Via Transportation,501-1000,2012,Company - Private,Internet,Information Technology,N/A,79000,131000,New York, NY,New York, NY,11,105000,Junior
Data Scientist,4.0,Grid Dynamics,1001-5000,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 - $100 million ,79000,131000,San Ramon, CA,Santa Clara, CA,17,105000,Junior
Data & Machine Learning Scientist,3.3,Tempus Labs,501-1000,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,79000,131000,Chicago, IL,Chicago, IL,8,105000,Junior
Data Engineer (Remote),4.2,IZEA,51-200,2006,Company - Public,Advertising & Marketing,Business Services,$25 - $50 million ,79000,131000,Winter Park, FL,Winter Park, FL,17,105000,Junior
"Data Scientist, Applied Machine Learning - Bay Area",3.3,Tempus Labs,501-1000,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,79000,131000,Chicago, IL,Redwood City, CA,8,105000,Junior
Principal Data Scientist,4.0,Autodesk,5001-10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 - $5 billion ,79000,131000,San Rafael, CA,San Francisco, CA,41,105000,Junior
Business Data Analyst,3.7,Caterpillar,10000+,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion ,79000,131000,Deerfield, IL,Peoria, IL,98,105000,Junior
Purification Scientist,4.9,New England Biolabs,201-500,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,79000,131000,Ipswich, MA,Ipswich, MA,49,105000,Junior
Data Analyst,3.4,Allied Solutions,1001-5000,2001,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$100 - $500 million ,79000,131000,Carmel, IN,Carmel, IN,22,105000,Junior
"Data Engineer, Enterprise Analytics",3.1,Healthfirst,1001-5000,1993,Nonprofit Organization,Insurance Carriers,Insurance,N/A,79000,131000,New York, NY,New York, NY,30,105000,Junior
Data Scientist,3.5,The Knot Worldwide,1001-5000,2019,Company - Private,Internet,Information Technology,N/A,79000,131000,Chevy Chase, MD,Washington, DC,4,105000,Junior
Data Scientist,2.9,IFG Companies,201-500,1985,Company - Private,Insurance Carriers,Insurance,N/A,79000,131000,Hartford, CT,New York, NY,38,105000,Junior
Data Scientist 3 (718),3.3,Amyris,201-500,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,79000,131000,Emeryville, CA,Emeryville, CA,20,105000,Junior
"Real World Science, Data Scientist",4.0,AstraZeneca,10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,79000,131000,Cambridge, United Kingdom,Gaithersburg, MD,110,105000,Junior
Data Scientist,3.6,Powertek,51-200,2001,Company - Private,IT Services,Information Technology,$25 - $50 million ,79000,131000,Rockville, MD,Washington, DC,22,105000,Junior
Data Engineer,4.7,Object Partners,51-200,1996,Company - Private,Consulting,Business Services,$25 - $50 million ,79000,131000,Minneapolis, MN,Saint Louis, MO,27,105000,Junior
Data Scientist - Image and Video Analytics,4.9,The Mom Project,1-50,2016,Company - Private,Staffing & Outsourcing,Business Services,N/A,79000,131000,Chicago, IL,Longmont, CO,7,105000,Junior
Data Scientist,4.3,Lightspeed Systems,51-200,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 - $50 million ,79000,131000,Austin, TX,Austin, TX,24,105000,Junior
"Data Science Manager, Payment Acceptance - USA",4.0,Stripe,1001-5000,2010,Company - Private,Internet,Information Technology,N/A,79000,131000,San Francisco, CA,San Francisco, CA,13,105000,Junior
Data Analyst,2.6,Comprehensive Healthcare,501-1000,1971,Nonprofit Organization,Health Care Services & Hospitals,Health Care,N/A,79000,131000,Yakima, WA,Yakima, WA,52,105000,Junior
Data Scientist / Applied Mathematician,4.5,"Fullpower Technologies, Inc.",51-200,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 - $25 million ,79000,131000,Santa Cruz, CA,Santa Cruz, CA,20,105000,Junior
Machine Learning Engineer,4.8,Klaviyo,201-500,2012,Company - Private,Computer Hardware & Software,Information Technology,N/A,79000,131000,Boston, MA,Boston, MA,11,105000,Junior
Data Scientist,3.9,Mars,10000+,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion ,79000,131000,Mc Lean, VA,United States,,112,105000,Junior
Patient Safety- Associate Data Scientist,4.0,AstraZeneca,10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,79000,131000,Cambridge, United Kingdom,Gaithersburg, MD,110,105000,Junior
Machine Learning Engineer,4.4,NuWave Solutions,51-200,1999,Company - Private,IT Services,Information Technology,$5 - $10 million ,79000,131000,Mc Lean, VA,Springfield, VA,24,105000,Junior
Senior Data Scientist,4.2,ManTech,5001-10000,1968,Company - Public,Research & Development,Business Services,$1 - $2 billion ,79000,131000,Herndon, VA,Alexandria, VA,55,105000,Senior
(Sr.) Data Scientist -,3.6,Merrick Bank,201-500,1997,Company - Private,Banks & Credit Unions,Finance,N/A,79000,131000,South Jordan, UT,Utah,,26,105000,Junior
Data Scientist,3.4,Mathematica Policy Research,1001-5000,1986,Company - Private,Consulting,Business Services,$100 - $500 million ,99000,132000,Princeton, NJ,Washington, DC,37,115500,Junior
Staff Data Scientist - Analytics,4.4,Intuit - Data,5001-10000,1983,Company - Public,Computer Hardware & Software,Information Technology,$2 - $5 billion ,99000,132000,Mountain View, CA,San Diego, CA,40,115500,Junior
Data Analytics Engineer,3.5,QOMPLX,51-200,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 - $25 million ,99000,132000,Reston, VA,Reston, VA,8,115500,Junior
"Data Scientist, Kinship - NYC/Portland",3.9,Mars,10000+,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion ,99000,132000,Mc Lean, VA,New York, NY,112,115500,Junior
Senior Data Scientist,3.8,GutCheck,51-200,2009,Company - Private,Advertising & Marketing,Business Services,$10 - $25 million ,99000,132000,Denver, CO,Denver, CO,14,115500,Senior
Applied Technology Researcher / Data Scientist,3.5,Inter-American Development Bank,1001-5000,1959,Other Organization,Banks & Credit Unions,Finance,$10+ billion ,99000,132000,Washington, DC,Washington, DC,64,115500,Junior
Data Scientist,4.9,Avlino,1-50,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million ,99000,132000,Holmdel, NJ,New Jersey,,10,115500,Junior
Machine Learning Engineer,4.4,Stratagem Group,1-50,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,N/A,99000,132000,Aurora, CO,Aurora, CO,16,115500,Junior
Health Data Scientist - Biomedical/Biostats,4.1,Evidation,51-200,2012,Company - Private,Internet,Information Technology,N/A,99000,132000,San Mateo, CA,Santa Barbara, CA,11,115500,Junior
Senior Data Scientist,4.0,Autodesk,5001-10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 - $5 billion ,99000,132000,San Rafael, CA,San Francisco, CA,41,115500,Senior
Staff Data Scientist,4.4,Intuit - Data,5001-10000,1983,Company - Public,Computer Hardware & Software,Information Technology,$2 - $5 billion ,99000,132000,Mountain View, CA,San Diego, CA,40,115500,Junior
Data Scientist,3.8,Tecolote Research,501-1000,1973,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 - $100 million ,99000,132000,Goleta, CA,Hill AFB, UT,50,115500,Junior
Sr Data Engineer (Sr BI Developer),3.2,Tivity Health,501-1000,1981,Company - Public,Health Care Services & Hospitals,Health Care,N/A,99000,132000,Franklin, TN,Chandler, AZ,42,115500,Junior
Data Engineer,2.9,hc1,51-200,2011,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 - $25 million ,99000,132000,Indianapolis, IN,Indianapolis, IN,12,115500,Junior
Lead Data Scientist,4.1,HP Inc.,10000+,1939,Company - Public,Computer Hardware & Software,Information Technology,N/A,99000,132000,Palo Alto, CA,San Diego, CA,84,115500,Junior
Data Scientist,3.7,SAIC,10000+,2013,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 - $10 million ,99000,132000,Reston, VA,Chantilly, VA,10,115500,Junior
RFP Data Analyst,3.2,AllianceBernstein,1001-5000,1967,Company - Public,Investment Banking & Asset Management,Finance,$2 - $5 billion ,99000,132000,New York, NY,Nashville, TN,56,115500,Junior
Data Analyst,4.9,Big Huge Games,51-200,2013,Subsidiary or Business Segment,Video Games,Media,N/A,99000,132000,Lutherville Timonium, MD,Timonium, MD,10,115500,Junior
Data Engineer,5.0,Phantom AI,1-50,2016,Company - Private,Computer Hardware & Software,Information Technology,N/A,99000,132000,Burlingame, CA,Burlingame, CA,7,115500,Junior
Data Scientist,4.0,Noblis,1001-5000,1996,Nonprofit Organization,Consulting,Business Services,$100 - $500 million ,99000,132000,Reston, VA,Reston, VA,27,115500,Junior
Data Scientist,3.6,Spring Health,1-50,2016,Company - Private,Health Care Services & Hospitals,Health Care,N/A,99000,132000,New York, NY,New York, NY,7,115500,Junior
Software Engineer - Data Science,4.0,ClearEdge,51-200,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 - $10 million ,99000,132000,Annapolis Junction, MD,Annapolis Junction, MD,21,115500,Junior
Data Analyst/Engineer,3.2,AllianceBernstein,1001-5000,1967,Company - Public,Investment Banking & Asset Management,Finance,$2 - $5 billion ,99000,132000,New York, NY,Nashville, TN,56,115500,Junior
NGS Scientist,5.0,Arsenal Biosciences,51-200,2019,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,99000,132000,South San Francisco, CA,South San Francisco, CA,4,115500,Junior
Data Engineer,4.8,GetWellNetwork,201-500,2000,Company - Private,Health Care Services & Hospitals,Health Care,$50 - $100 million ,99000,132000,Bethesda, MD,Bethesda, MD,23,115500,Junior
Data Scientist,4.5,TACG Solutions,51-200,2006,Company - Private,Consulting,Business Services,N/A,99000,132000,Beavercreek, OH,Dayton, OH,17,115500,Junior
Senior Data Engineer,4.7,Scoop,51-200,2015,Company - Private,Internet,Information Technology,N/A,99000,132000,San Francisco, CA,San Francisco, CA,8,115500,Senior
Senior Data Scientist,4.5,Novetta,501-1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 - $500 million ,99000,132000,Mc Lean, VA,Herndon, VA,11,115500,Senior
Data Engineer,4.2,IZEA,51-200,2006,Company - Public,Advertising & Marketing,Business Services,$25 - $50 million ,99000,132000,Winter Park, FL,Winter Park, FL,17,115500,Junior
Business Intelligence Analyst,3.4,Montway Inc,51-200,2006,Company - Private,Shipping,Transportation & Logistics,N/A,99000,132000,Schaumburg, IL,Schaumburg, IL,17,115500,Junior
Sr. ML/Data Scientist - AI/NLP/Chatbot,3.8,Juniper Networks,5001-10000,1996,Company - Public,Telecommunications Services,Telecommunications,$2 - $5 billion ,99000,132000,Sunnyvale, CA,Cupertino, CA,27,115500,Junior
Data Scientist,4.7,1904labs,51-200,2016,Company - Private,IT Services,Information Technology,N/A,90000,109000,Saint Louis, MO,Saint Louis, MO,7,99500,Junior
Data Scientist,3.6,XSELL Technologies,51-200,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,90000,109000,Chicago, IL,Chicago, IL,9,99500,Junior
Data Engineer,4.2,IZEA,51-200,2006,Company - Public,Advertising & Marketing,Business Services,$25 - $50 million ,90000,109000,Winter Park, FL,Winter Park, FL,17,99500,Junior
Sr. ML/Data Scientist - AI/NLP/Chatbot,3.8,Juniper Networks,5001-10000,1996,Company - Public,Telecommunications Services,Telecommunications,$2 - $5 billion ,90000,109000,Sunnyvale, CA,Cupertino, CA,27,99500,Junior
Data Scientist,5.0,Notion Labs,1-50,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,90000,109000,San Francisco, CA,San Francisco, CA,7,99500,Junior
Senior Data Engineer,4.9,Lendio,201-500,2011,Company - Private,Lending,Finance,$50 - $100 million ,90000,109000,Lehi, UT,Lehi, UT,12,99500,Senior
Data Engineer,4.4,Direct Agents,51-200,2003,Company - Private,Advertising & Marketing,Business Services,$25 - $50 million ,90000,109000,New York, NY,Culver City, CA,20,99500,Junior
Data Scientist,3.3,NAVEX Global,1001-5000,2012,Company - Private,Computer Hardware & Software,Information Technology,$100 - $500 million ,90000,109000,Lake Oswego, OR,Lake Oswego, OR,11,99500,Junior
Machine Learning Engineer,3.2,Triplebyte,51-200,2015,Company - Private,Computer Hardware & Software,Information Technology,N/A,90000,109000,San Francisco, CA,Remote,,8,99500,Junior
Data Scientist,4.2,Upstart,201-500,2012,Company - Private,Lending,Finance,N/A,90000,109000,San Mateo, CA,San Mateo, CA,11,99500,Junior
Data Analyst,4.5,Envision LLC,201-500,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 - $50 million ,90000,109000,Saint Louis, MO,San Francisco, CA,29,99500,Junior
Data Engineer,4.8,AppLovin,201-500,2012,Company - Private,Video Games,Media,N/A,90000,109000,Palo Alto, CA,Palo Alto, CA,11,99500,Junior
Data Integration and Modeling Engineer,3.8,ISO New England,501-1000,1997,Nonprofit Organization,Utilities,"Oil, Gas, Energy & Utilities",N/A,90000,109000,Holyoke, MA,Holyoke, MA,26,99500,Junior
Tableau Data Engineer 20-0117,3.7,Relativity,1001-5000,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,90000,109000,Chicago, IL,Chicago, IL,22,99500,Junior
Senior Data Scientist,3.3,Tempo Automation,51-200,2013,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 - $10 million ,90000,109000,San Francisco, CA,San Francisco, CA,10,99500,Senior
AI Data Scientist,3.3,MITRE,5001-10000,1958,Nonprofit Organization,Federal Agencies,Government,$1 - $2 billion ,90000,109000,Bedford, MA,McLean, VA,65,99500,Junior
Machine Learning Engineer,5.0,"Expedition Technology, Inc.",1-50,2013,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 - $25 million ,90000,109000,Dulles, VA,Herndon, VA,10,99500,Junior
Research Scientist Patient Preferences (Remote),3.8,Evidera,501-1000,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,90000,109000,Bethesda, MD,Bethesda, MD,10,99500,Junior
Data Scientist,3.4,Plymouth Rock Assurance,1001-5000,1982,Company - Private,Insurance Carriers,Insurance,$10 - $25 million ,90000,109000,Boston, MA,Woodbridge, NJ,41,99500,Junior
Scientist - Biomarker and Flow Cytometry,2.4,Crown Bioscience,501-1000,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 - $100 million ,90000,109000,San Diego, CA,San Diego, CA,17,99500,Junior
Data Scientist,2.9,GNS Healthcare,51-200,2000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 - $25 million ,90000,109000,Cambridge, MA,Cambridge, MA,23,99500,Junior
Analytics Manager,4.4,OneMagnify,201-500,1967,Company - Private,Advertising & Marketing,Business Services,N/A,90000,109000,Detroit, MI,Dearborn, MI,56,99500,Junior
Data Scientist,2.9,SPECTRUM,10000+,2016,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion ,90000,109000,Stamford, CT,Maryland Heights, MO,7,99500,Junior
Staff Scientist- Upstream PD,2.7,Advanced BioScience Laboratories,201-500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 - $100 million ,90000,109000,Rockville, MD,Rockville, MD,62,99500,Junior
Data Engineer,4.2,Procore Technologies,1001-5000,2002,Company - Private,Computer Hardware & Software,Information Technology,N/A,90000,109000,Carpinteria, CA,Carpinteria, CA,21,99500,Junior
